PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
25.730000,37.939999,9.100000,5.140000,0.830000,57.029999,-1.170000,1.630000,289.420013,78.410004,74790.171875,27.49,101.41,37.939999,PM10,5383
29.100000,42.400002,9.870000,5.830000,0.850000,55.040001,-3.310000,2.960000,287.420013,85.919998,72510.578125,27.49,101.56,42.400002,PM10,5384
31.510000,44.169998,9.370000,5.720000,0.810000,54.090000,-3.520000,2.550000,284.929993,97.860001,70278.859375,27.5,101.71,45.014286,PM2.5,5385
30.670000,42.730000,8.890000,5.210000,0.770000,54.369999,-1.010000,1.240000,287.410004,92.620003,74075.140625,27.5,101.87,43.814285,PM2.5,5386
27.570000,42.700001,9.570000,7.520000,0.920000,54.310001,0.830000,0.380000,292.820007,76.529999,81271.406250,27.51,102.02,42.700001,PM10,5387
29.450001,46.259998,9.690000,6.990000,0.870000,56.849998,-0.530000,0.460000,292.859985,75.230003,80823.593750,27.51,102.17,46.259998,PM10,5388
31.600000,47.610001,8.730000,5.530000,0.720000,59.160000,-2.800000,0.970000,288.579987,87.209999,75287.968750,27.51,102.32,47.610001,PM10,5389
30.459999,46.299999,8.290000,5.450000,0.670000,60.419998,-2.290000,0.520000,289.529999,84.029999,76897.773438,27.52,102.48,46.299999,PM10,5390
29.170000,44.849998,8.110000,5.060000,0.620000,63.549999,-3.220000,1.920000,290.859985,76.750000,77780.843750,27.52,102.63,44.849998,PM10,5391
31.969999,46.939999,8.230000,4.450000,0.570000,66.790001,-4.660000,2.460000,287.839996,86.910004,74408.218750,27.52,102.78,46.939999,PM10,5392
31.840000,47.160000,8.820000,4.680000,0.550000,68.300003,-2.720000,0.580000,288.450012,86.160004,75652.656250,27.52,102.94,47.160000,PM10,5393
33.270000,51.029999,11.000000,6.030000,0.580000,71.989998,-0.670000,-0.700000,292.350006,75.580002,80834.226562,27.53,103.09,50.514999,PM10,5394
23.780001,33.290001,9.110000,2.930000,0.550000,64.739998,-2.570000,3.140000,286.839996,88.660004,71876.578125,27.61,100.94,33.971428,PM2.5,5531
23.959999,33.340000,8.650000,2.840000,0.570000,63.459999,-2.900000,3.440000,286.380005,88.269997,71117.406250,27.61,101.1,34.228569,PM2.5,5532
25.620001,36.150002,8.860000,4.020000,0.680000,61.320000,-2.120000,3.040000,285.429993,93.529999,70383.312500,27.62,101.25,36.600002,PM2.5,5533
27.320000,39.049999,9.290000,4.660000,0.760000,60.669998,-1.820000,1.470000,286.869995,89.550003,72337.218750,27.62,101.4,39.049999,PM10,5534
28.740000,41.020000,9.280000,4.960000,0.770000,58.070000,-2.560000,1.600000,287.269989,87.989998,72806.398438,27.63,101.56,41.057144,PM2.5,5535
30.590000,42.459999,9.090000,5.080000,0.750000,57.740002,-2.710000,2.170000,285.390015,96.389999,70884.648438,27.63,101.71,43.700001,PM2.5,5536
29.780001,41.750000,8.600000,5.070000,0.740000,55.680000,-1.350000,1.460000,288.079987,90.379997,74867.953125,27.64,101.86,42.542858,PM2.5,5537
