PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
0.240000,0.280000,0.030000,0.210000,0.110000,76.620003,7.110000,3.360000,262.429993,50.209999,57895.941406,32.9,95.51,2.750000,CO,14785
0.250000,0.290000,0.030000,0.220000,0.110000,77.050003,7.820000,3.080000,261.500000,52.000000,56956.671875,32.91,95.67,2.750000,CO,14786
0.260000,0.300000,0.030000,0.230000,0.110000,77.589996,8.550000,2.640000,261.929993,49.259998,57076.308594,32.92,95.83,2.750000,CO,14787
0.270000,0.310000,0.040000,0.240000,0.120000,75.220001,8.470000,2.130000,263.130005,45.380001,57953.230469,32.93,95.99,3.000000,CO,14788
0.300000,0.350000,0.040000,0.250000,0.120000,73.870003,8.090000,2.420000,263.750000,44.389999,58464.718750,32.94,96.15,3.000000,CO,14789
0.330000,0.390000,0.050000,0.270000,0.120000,72.839996,7.890000,2.750000,263.709991,44.669998,58386.140625,32.95,96.31,3.000000,CO,14790
0.360000,0.420000,0.060000,0.290000,0.120000,71.879997,7.620000,3.060000,263.579987,44.919998,58279.839844,32.97,96.48,3.000000,CO,14791
0.380000,0.440000,0.070000,0.320000,0.120000,71.260002,8.130000,3.310000,263.350006,45.160000,58061.660156,32.98,96.64,3.000000,CO,14792
0.370000,0.440000,0.070000,0.300000,0.120000,71.790001,9.330000,3.170000,264.290009,41.680000,58711.929688,32.99,96.8,3.000000,CO,14793
0.400000,0.460000,0.080000,0.320000,0.120000,71.760002,9.150000,3.470000,266.750000,35.419998,60651.359375,33.0,96.96,3.000000,CO,14794
0.530000,0.620000,0.150000,0.510000,0.120000,73.940002,7.390000,3.230000,267.799988,35.000000,61695.101562,33.01,97.12,3.000000,CO,14795
0.500000,0.590000,0.130000,0.490000,0.120000,75.120003,6.370000,2.800000,266.149994,40.490002,60653.781250,33.02,97.28,3.000000,CO,14796
