"_id","timestamp","device_id","battery_status","battery_level","battery_scale","battery_voltage","battery_temperature","battery_adaptor","battery_health","battery_technology"
"499","1.636968898455E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","2","100","3357","43","2","2","Li-poly"
"500","1.636968899146E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","2","100","3286","43","1","2","Li-poly"
"501","1.636968960829E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","3","100","3711","39","1","2","Li-poly"
"502","1.636968970469E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","4","100","3724","39","1","2","Li-poly"
"503","1.636968980703E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","5","100","3738","39","1","2","Li-poly"
"504","1.636968996064E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","6","100","3732","38","1","2","Li-poly"
"505","1.636969011407E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","7","100","3747","39","1","2","Li-poly"
"506","1.636969052377E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","8","100","3657","38","1","2","Li-poly"
"507","1.636969549028E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","9","100","3710","40","1","2","Li-poly"
"508","1.636969881817E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","10","100","3719","39","1","2","Li-poly"
"509","1.636970537187E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","11","100","3891","37","1","2","Li-poly"
"510","1.63697061912E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","12","100","3945","35","1","2","Li-poly"
"511","1.636970680544E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","13","100","3964","34","1","2","Li-poly"
"512","1.636970741979E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","14","100","4006","34","1","2","Li-poly"
"513","1.636970803436E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","15","100","4019","34","1","2","Li-poly"
"514","1.636970854628E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","16","100","4023","33","1","2","Li-poly"
"515","1.636970916061E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","17","100","4037","33","1","2","Li-poly"
"516","1.636970967266E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","18","100","4045","33","1","2","Li-poly"
"517","1.636971018465E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","19","100","4055","32","1","2","Li-poly"
"518","1.636971079904E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","20","100","4054","32","1","2","Li-poly"
"519","1.636971131107E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","21","100","4063","32","1","2","Li-poly"
"520","1.636971192541E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","22","100","4064","32","1","2","Li-poly"
"521","1.636971243742E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","23","100","4077","32","1","2","Li-poly"
"522","1.636971305193E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","24","100","4079","32","1","2","Li-poly"
"523","1.636971366635E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","25","100","4072","32","1","2","Li-poly"
"524","1.636971417079E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","25","100","4071","32","0","2","Li-poly"
"525","1.636971420813E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","25","100","3661","32","2","2","Li-poly"
"526","1.636971421657E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","25","100","3723","32","1","2","Li-poly"
"527","1.636971429105E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","26","100","3865","33","1","2","Li-poly"
"528","1.636971463893E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","27","100","4146","32","1","2","Li-poly"
"529","1.636971504864E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","28","100","4166","32","1","2","Li-poly"
"530","1.636971550926E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","29","100","4148","32","1","2","Li-poly"
"531","1.636971597026E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","30","100","4144","32","1","2","Li-poly"
"532","1.636971643108E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","31","100","4157","32","1","2","Li-poly"
"533","1.636971689166E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","32","100","4168","33","1","2","Li-poly"
"534","1.636971730146E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","33","100","4179","33","1","2","Li-poly"
"535","1.636971771103E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","34","100","4183","33","1","2","Li-poly"
"536","1.63697181718E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","35","100","4078","33","1","2","Li-poly"
"537","1.636971863269E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","36","100","4060","33","1","2","Li-poly"
"538","1.636971940078E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","37","100","4182","33","1","2","Li-poly"
"539","1.636971981018E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","38","100","4177","33","1","2","Li-poly"
"540","1.636972027085E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","39","100","4174","33","1","2","Li-poly"
"541","1.636972068075E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","40","100","4201","34","1","2","Li-poly"
"542","1.636972114124E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","41","100","4215","33","1","2","Li-poly"
"543","1.636972160218E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","42","100","4183","33","1","2","Li-poly"
"544","1.636972206297E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","43","100","4194","34","1","2","Li-poly"
"545","1.636972247243E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","44","100","4195","34","1","2","Li-poly"
"546","1.636972293358E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","45","100","4195","34","1","2","Li-poly"
"547","1.636972339414E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","46","100","4197","34","1","2","Li-poly"
"548","1.636972380371E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","47","100","4202","35","1","2","Li-poly"
"549","1.636972426443E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","48","100","4067","35","1","2","Li-poly"
"550","1.636972503243E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","49","100","4035","35","1","2","Li-poly"
"551","1.63697260567E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","50","100","4033","35","1","2","Li-poly"
"552","1.63697271317E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","51","100","4089","35","1","2","Li-poly"
"553","1.636972795092E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","52","100","4104","36","1","2","Li-poly"
"554","1.636972877034E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","53","100","4189","35","1","2","Li-poly"
"555","1.636972938464E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","54","100","4220","36","1","2","Li-poly"
"556","1.636972984529E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","55","100","4198","35","1","2","Li-poly"
"557","1.636973030629E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","56","100","4213","35","1","2","Li-poly"
"558","1.63697308182E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","57","100","4211","35","1","2","Li-poly"
"559","1.636973133005E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","58","100","4213","36","1","2","Li-poly"
"560","1.636973184226E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","59","100","4213","36","1","2","Li-poly"
"561","1.636973235423E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","60","100","4171","36","1","2","Li-poly"
"562","1.63697323826E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","60","100","4157","36","0","2","Li-poly"
"563","1.63697412117E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","59","100","3712","27","0","2","Li-poly"
"564","1.636974822629E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","58","100","3849","25","0","2","Li-poly"
"565","1.636975324385E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","57","100","3853","26","0","2","Li-poly"
"566","1.636976225501E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","56","100","3848","25","0","2","Li-poly"
"567","1.636977331434E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","55","100","3841","25","0","2","Li-poly"
"568","1.636978611421E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","54","100","3838","25","0","2","Li-poly"
"569","1.636979829985E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","53","100","3838","25","0","2","Li-poly"
"570","1.636981089507E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","52","100","3815","26","0","2","Li-poly"
"571","1.636981304544E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","51","100","3815","25","0","2","Li-poly"
"572","1.636981796064E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","50","100","3745","26","0","2","Li-poly"
"573","1.636982174944E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","49","100","3737","29","0","2","Li-poly"
"574","1.636982369502E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","48","100","3650","31","0","2","Li-poly"
"575","1.636982451412E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","47","100","3571","33","0","2","Li-poly"
"576","1.636982533329E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","46","100","3547","34","0","2","Li-poly"
"577","1.636982645964E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","45","100","3614","35","0","2","Li-poly"
"578","1.636982727902E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","44","100","3618","36","0","2","Li-poly"
"579","1.636982820088E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","43","100","3705","36","0","2","Li-poly"
"580","1.636982983905E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","42","100","3589","38","0","2","Li-poly"
"581","1.636983045322E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","41","100","3622","38","0","2","Li-poly"
"582","1.636983198932E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","40","100","3576","39","0","2","Li-poly"
"583","1.636983280849E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","39","100","3564","41","0","2","Li-poly"
"584","1.636983434455E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","38","100","3577","39","0","2","Li-poly"
"585","1.636983495886E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","37","100","3565","40","0","2","Li-poly"
"586","1.636983629012E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","36","100","3582","40","0","2","Li-poly"
"587","1.636983690452E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","35","100","3590","41","0","2","Li-poly"
"588","1.636983751891E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","34","100","3684","40","0","2","Li-poly"
"589","1.636984048857E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","33","100","3697","38","0","2","Li-poly"
"590","1.63698420246E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","32","100","3687","38","0","2","Li-poly"
"591","1.636984397027E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","31","100","3684","38","0","2","Li-poly"
"592","1.636984499407E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","30","100","3557","40","0","2","Li-poly"
"593","1.636984550617E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","29","100","3641","39","0","2","Li-poly"
"594","1.636984663247E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","28","100","3495","41","0","2","Li-poly"
"595","1.636984714459E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","27","100","3564","41","0","2","Li-poly"
"596","1.636984806621E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","26","100","3658","41","0","2","Li-poly"
"597","1.636985216223E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","25","100","3667","37","0","2","Li-poly"
"598","1.636985451739E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","24","100","3662","36","0","2","Li-poly"
"599","1.636985636041E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","23","100","3524","37","0","2","Li-poly"
"600","1.636985677019E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","22","100","3699","36","0","2","Li-poly"
"601","1.636986322138E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","21","100","3662","32","0","2","Li-poly"
"602","1.636986782948E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","20","100","3644","31","0","2","Li-poly"
"603","1.636987120872E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","19","100","3611","31","0","2","Li-poly"
"604","1.636987333455E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","19","100","3510","32","2","2","Li-poly"
"605","1.636987334477E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","19","100","3499","32","1","2","Li-poly"
"606","1.636987413001E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","20","100","4004","31","1","2","Li-poly"
"607","1.636987453677E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","21","100","3999","32","1","2","Li-poly"
"608","1.636987515099E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","22","100","4055","33","1","2","Li-poly"
"609","1.636987571421E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","23","100","4236","32","1","2","Li-poly"
"610","1.63698760725E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","24","100","4242","33","1","2","Li-poly"
"611","1.636987637979E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","25","100","4245","34","1","2","Li-poly"
"612","1.636987673824E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","26","100","4257","34","1","2","Li-poly"
"613","1.636987704536E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","27","100","4252","34","1","2","Li-poly"
"614","1.636987730138E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","28","100","4260","34","1","2","Li-poly"
"615","1.636987765984E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","29","100","4254","34","1","2","Li-poly"
"616","1.636987796699E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","30","100","4049","35","1","2","Li-poly"
"617","1.636987837656E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","31","100","4145","33","1","2","Li-poly"
"618","1.63698790469E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","32","100","3900","34","1","2","Li-poly"
"619","1.636987965649E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","33","100","3984","34","1","2","Li-poly"
"620","1.636988057811E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","34","100","4001","35","1","2","Li-poly"
"621","1.636988134607E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","35","100","4008","35","1","2","Li-poly"
"622","1.636988221654E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","36","100","4005","35","1","2","Li-poly"
"623","1.636988308692E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","37","100","4003","35","1","2","Li-poly"
"624","1.636988385511E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","38","100","4061","35","1","2","Li-poly"
"625","1.636988452059E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","39","100","4207","36","1","2","Li-poly"
"626","1.636988487903E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","40","100","4220","36","1","2","Li-poly"
"627","1.636988523738E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","41","100","4228","36","1","2","Li-poly"
"628","1.636988564704E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","42","100","4231","36","1","2","Li-poly"
"629","1.636988600549E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","43","100","4233","35","1","2","Li-poly"
"630","1.636988636381E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","44","100","4257","36","1","2","Li-poly"
"631","1.636988672226E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","45","100","4260","36","1","2","Li-poly"
"632","1.636988708055E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","46","100","4263","35","1","2","Li-poly"
"633","1.636988743895E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","47","100","4257","35","1","2","Li-poly"
"634","1.636988784867E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","48","100","4260","35","1","2","Li-poly"
"635","1.636988820708E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","49","100","4256","35","1","2","Li-poly"
"636","1.636988856522E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","50","100","4100","36","1","2","Li-poly"
"637","1.636988897499E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","51","100","4081","35","1","2","Li-poly"
"638","1.636988984556E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","52","100","4096","35","1","2","Li-poly"
"639","1.636989066444E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","53","100","4040","35","1","2","Li-poly"
"640","1.636989173959E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","54","100","4016","36","1","2","Li-poly"
"641","1.63698927126E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","55","100","4021","37","1","2","Li-poly"
"642","1.636989330473E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","55","100","4081","37","0","2","Li-poly"
"643","1.636989394126E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","54","100","3670","41","0","2","Li-poly"
"644","1.636989634772E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","53","100","3738","40","0","2","Li-poly"
"645","1.636989726957E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","52","100","3767","40","0","2","Li-poly"
"646","1.636989941987E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","51","100","3799","38","0","2","Li-poly"
"647","1.636990197976E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","50","100","3762","36","0","2","Li-poly"
"648","1.636990372058E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","49","100","3721","36","0","2","Li-poly"
"649","1.636990576861E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","48","100","3738","36","0","2","Li-poly"
"650","1.636990832866E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","47","100","3759","35","0","2","Li-poly"
"651","1.636991047902E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","46","100","3759","35","0","2","Li-poly"
"652","1.636991262955E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","45","100","3733","36","0","2","Li-poly"
"653","1.636991457528E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","44","100","3728","36","0","2","Li-poly"
"654","1.636991652063E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","43","100","3740","37","0","2","Li-poly"
"655","1.636991836384E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","42","100","3731","36","0","2","Li-poly"
"656","1.636991989979E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","41","100","3748","36","0","2","Li-poly"
"657","1.636992266467E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","40","100","3706","37","0","2","Li-poly"
"658","1.636992501967E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","39","100","3720","36","0","2","Li-poly"
"659","1.636992737512E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","38","100","3715","36","0","2","Li-poly"
"660","1.636992932078E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","37","100","3716","36","0","2","Li-poly"
"661","1.636993136857E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","36","100","3693","37","0","2","Li-poly"
"662","1.636993310976E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","35","100","3694","37","0","2","Li-poly"
"663","1.636993587407E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","34","100","3686","38","0","2","Li-poly"
"664","1.636993782007E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","33","100","3665","37","0","2","Li-poly"
"665","1.636993997039E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","32","100","3691","37","0","2","Li-poly"
"666","1.63699418134E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","31","100","3670","37","0","2","Li-poly"
"667","1.636994375901E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","30","100","3668","38","0","2","Li-poly"
"668","1.636994580705E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3","29","100","3664","38","0","2","Li-poly"
"669","1.636994634236E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","29","100","3607","39","2","2","Li-poly"
"670","1.636994635006E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","29","100","3530","39","1","2","Li-poly"
"671","1.636994765025E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","30","100","4000","35","1","2","Li-poly"
"672","1.636994826469E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","31","100","4009","35","1","2","Li-poly"
"673","1.636994898176E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","32","100","3998","35","1","2","Li-poly"
"674","1.636994959595E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","33","100","4029","35","1","2","Li-poly"
"675","1.636995021014E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","34","100","4072","34","1","2","Li-poly"
"676","1.636995082467E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","35","100","4075","34","1","2","Li-poly"
"677","1.636995133671E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","36","100","4074","35","1","2","Li-poly"
"678","1.636995184876E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","37","100","4088","35","1","2","Li-poly"
"679","1.636995256548E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","38","100","4079","34","1","2","Li-poly"
"680","1.636995307733E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","39","100","4094","34","1","2","Li-poly"
"681","1.636995358946E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","40","100","4098","34","1","2","Li-poly"
"682","1.6369954204E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","41","100","4106","34","1","2","Li-poly"
"683","1.636995481826E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","42","100","4110","34","1","2","Li-poly"
"684","1.636995533029E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","43","100","4116","35","1","2","Li-poly"
"685","1.636995584232E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","44","100","4113","35","1","2","Li-poly"
"686","1.636995635434E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","45","100","4119","35","1","2","Li-poly"
"687","1.636995696881E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","46","100","4090","35","1","2","Li-poly"
"688","1.636995768557E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","47","100","4098","35","1","2","Li-poly"
"689","1.636995819741E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","48","100","4140","35","1","2","Li-poly"
"690","1.636995870943E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","49","100","4142","35","1","2","Li-poly"
"691","1.636995932386E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","50","100","4151","35","1","2","Li-poly"
"692","1.63699599383E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","51","100","4158","35","1","2","Li-poly"
"693","1.636996045036E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","52","100","4164","35","1","2","Li-poly"
"694","1.636996096227E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","53","100","4163","35","1","2","Li-poly"
"695","1.636996147426E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","54","100","4168","35","1","2","Li-poly"
"696","1.636996219108E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","55","100","4180","35","1","2","Li-poly"
"697","1.636996270298E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","56","100","4182","34","1","2","Li-poly"
"698","1.636996321511E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","57","100","4186","34","1","2","Li-poly"
"699","1.63699637271E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","58","100","4190","35","1","2","Li-poly"
"700","1.636996423906E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","59","100","4197","35","1","2","Li-poly"
"701","1.636996495589E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","60","100","4147","35","1","2","Li-poly"
"702","1.636996557026E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","61","100","4168","35","1","2","Li-poly"
"703","1.636996628707E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","62","100","4154","35","1","2","Li-poly"
"704","1.636996710625E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","63","100","4180","35","1","2","Li-poly"
"705","1.636996772068E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","64","100","4185","35","1","2","Li-poly"
"706","1.636996833511E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","65","100","4191","35","1","2","Li-poly"
"707","1.636996894962E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","66","100","4194","35","1","2","Li-poly"
"708","1.636996966629E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","67","100","4207","35","1","2","Li-poly"
"709","1.636997038304E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","68","100","4251","35","1","2","Li-poly"
"710","1.636997089505E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","69","100","4254","35","1","2","Li-poly"
"711","1.636997150961E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","70","100","4261","35","1","2","Li-poly"
"712","1.63699720215E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","71","100","4270","35","1","2","Li-poly"
"713","1.636997263569E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","72","100","4275","35","1","2","Li-poly"
"714","1.636997325032E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","73","100","4283","35","1","2","Li-poly"
"715","1.636997376228E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","74","100","4289","35","1","2","Li-poly"
"716","1.636997427427E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","75","100","4295","35","1","2","Li-poly"
"717","1.636997488864E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","76","100","4306","35","1","2","Li-poly"
"718","1.63699755031E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","77","100","4315","35","1","2","Li-poly"
"719","1.636997601515E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","78","100","4323","35","1","2","Li-poly"
"720","1.636997662949E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","79","100","4323","35","1","2","Li-poly"
"721","1.636997714144E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","80","100","4337","35","1","2","Li-poly"
"722","1.636997775579E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2","81","100","4342","35","1","2","Li-poly"
