PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
42.180000,44.709999,13.200000,2.070000,0.230000,89.519997,-1.920000,4.980000,290.549988,90.470001,77783.773438,33.93,104.75,58.974998,PM2.5,16140
41.660000,44.090000,12.790000,2.090000,0.240000,89.860001,-0.940000,4.280000,291.720001,88.820000,79816.046875,33.93,104.92,58.325001,PM2.5,16141
40.330002,42.880001,12.370000,2.330000,0.240000,88.900002,-1.310000,5.170000,293.869995,82.949997,82707.023438,33.93,105.08,56.662502,PM2.5,16142
39.930000,42.459999,11.970000,2.390000,0.240000,89.139999,-2.770000,6.610000,293.399994,85.709999,82117.406250,33.93,105.25,56.162498,PM2.5,16143
40.430000,42.869999,11.270000,2.610000,0.230000,87.989998,-2.550000,6.950000,291.750000,94.120003,80722.273438,33.93,105.41,56.787498,PM2.5,16144
38.560001,40.720001,11.020000,2.990000,0.230000,89.250000,-1.660000,5.380000,292.600006,93.980003,82221.187500,33.93,105.57,54.450001,PM2.5,16145
36.450001,38.840000,10.810000,3.780000,0.230000,85.360001,-1.650000,4.080000,294.290009,90.339996,84887.539062,33.93,105.74,51.812500,PM2.5,16146
33.830002,36.209999,10.970000,4.050000,0.230000,86.190002,-1.190000,3.930000,295.410004,86.699997,86298.093750,33.93,105.9,48.328575,PM2.5,16147
30.000000,31.950001,9.880000,3.190000,0.210000,85.919998,-0.060000,3.730000,296.190002,82.279999,86649.109375,33.93,106.07,42.857143,PM2.5,16148
26.280001,28.090000,8.710000,3.130000,0.200000,81.330002,0.590000,2.920000,297.250000,75.680000,87127.460938,33.93,106.23,37.542858,PM2.5,16149
23.990000,25.660000,8.340000,3.130000,0.190000,77.980003,-0.510000,2.570000,298.000000,71.489998,87447.226562,33.92,106.39,34.271427,PM2.5,16150
18.629999,19.370001,3.150000,0.730000,0.140000,78.540001,0.690000,1.620000,282.709991,90.860001,61590.558594,34.01,100.98,26.614285,PM2.5,16378
19.510000,20.280001,3.330000,0.730000,0.140000,79.860001,1.830000,2.620000,282.140015,92.919998,60864.519531,34.01,101.14,27.871429,PM2.5,16379
20.450001,21.250000,3.570000,0.810000,0.150000,79.230003,2.450000,2.990000,282.420013,90.790001,60980.820312,34.01,101.31,29.214287,PM2.5,16380
20.900000,21.750000,3.850000,0.920000,0.150000,78.750000,1.740000,2.370000,283.869995,85.680000,62395.519531,34.02,101.47,29.857141,PM2.5,16381
21.879999,22.770000,4.340000,1.070000,0.160000,78.440002,-0.050000,1.530000,285.269989,81.779999,64188.320312,34.02,101.63,31.257141,PM2.5,16382
23.180000,24.170000,4.770000,1.220000,0.160000,79.129997,-1.620000,1.320000,285.730011,81.389999,65335.910156,34.03,101.8,33.114285,PM2.5,16383
23.879999,24.940001,5.140000,1.240000,0.160000,80.760002,-2.160000,1.990000,285.609985,82.750000,65416.550781,34.03,101.96,34.114285,PM2.5,16384
24.469999,25.570000,5.430000,1.290000,0.170000,80.510002,-2.080000,2.700000,285.329987,84.570000,65317.371094,34.04,102.13,34.957142,PM2.5,16385
24.930000,26.070000,5.500000,1.330000,0.170000,80.919998,-1.790000,3.340000,285.329987,84.580002,65585.226562,34.04,102.29,35.614285,PM2.5,16386
31.320000,32.919998,8.250000,1.230000,0.190000,88.110001,-3.630000,0.630000,288.670013,77.720001,70517.203125,34.06,103.28,44.742855,PM2.5,16392
31.610001,33.230000,8.360000,1.210000,0.190000,87.449997,-3.500000,-0.360000,287.510010,82.989998,69636.546875,34.06,103.44,45.157143,PM2.5,16393
32.439999,34.110001,8.590000,1.260000,0.190000,85.150002,-2.670000,-0.150000,287.329987,86.089996,70129.718750,34.06,103.6,46.342854,PM2.5,16394
33.689999,35.480000,9.150000,1.510000,0.200000,85.650002,-3.320000,0.810000,288.200012,86.190002,71952.523438,34.06,103.77,48.128571,PM2.5,16395
35.200001,37.099998,9.670000,1.610000,0.200000,83.379997,-3.850000,3.120000,288.010010,89.279999,72325.203125,34.06,103.93,50.250000,PM2.5,16396
37.509998,39.540001,10.420000,1.700000,0.210000,82.779999,-3.760000,5.380000,287.519989,93.709999,72182.953125,34.06,104.1,53.137497,PM2.5,16397
38.830002,41.009998,11.420000,1.730000,0.210000,86.910004,-4.140000,5.940000,288.429993,94.050003,74251.421875,34.07,104.26,54.787502,PM2.5,16398
39.669998,42.000000,12.250000,1.780000,0.220000,89.730003,-4.010000,5.420000,289.440002,92.720001,76118.710938,34.07,104.43,55.837498,PM2.5,16399
41.230000,43.639999,12.480000,1.960000,0.230000,87.919998,-2.620000,4.820000,288.899994,94.480003,75521.156250,34.07,104.59,57.787498,PM2.5,16400
42.150002,44.310001,12.980000,1.980000,0.230000,90.349998,-0.820000,5.250000,288.480011,96.059998,75050.953125,34.07,104.75,58.937500,PM2.5,16401
41.400002,43.650002,12.920000,1.940000,0.230000,92.190002,0.160000,5.400000,290.540009,91.900002,78044.523438,34.07,104.92,58.000000,PM2.5,16402
40.209999,42.740002,12.120000,2.490000,0.240000,87.699997,-0.290000,5.750000,293.420013,84.139999,82198.531250,34.07,105.08,56.512497,PM2.5,16403
39.000000,41.490002,11.770000,2.650000,0.240000,87.949997,-1.400000,7.100000,293.809998,83.300003,82317.578125,34.07,105.25,55.000000,PM2.5,16404
38.599998,40.959999,11.210000,2.650000,0.230000,88.440002,-2.080000,7.840000,292.679993,88.690002,81218.703125,34.07,105.41,54.500000,PM2.5,16405
37.580002,39.830002,10.680000,2.920000,0.230000,87.080002,-2.310000,6.670000,292.570007,92.660004,81849.210938,34.07,105.57,53.225002,PM2.5,16406
35.250000,37.299999,10.750000,3.020000,0.220000,89.839996,-2.060000,5.330000,293.029999,93.800003,82933.492188,34.07,105.74,50.312500,PM2.5,16407
32.630001,34.599998,10.340000,3.220000,0.210000,87.639999,-1.230000,4.820000,293.869995,91.959999,84168.710938,34.06,105.9,46.614288,PM2.5,16408
28.910000,30.639999,9.140000,2.620000,0.200000,84.129997,-0.670000,4.380000,294.820007,86.580002,84818.171875,34.06,106.07,41.299999,PM2.5,16409
26.020000,27.590000,8.140000,2.480000,0.190000,80.570000,-0.850000,3.680000,295.410004,82.349998,84891.906250,34.06,106.23,37.171429,PM2.5,16410
24.930000,26.520000,7.760000,2.590000,0.180000,77.610001,-1.820000,3.110000,295.350006,82.480003,84905.890625,34.06,106.4,35.614285,PM2.5,16411
18.840000,19.580000,3.210000,0.740000,0.140000,77.809998,1.060000,2.500000,283.109985,89.750000,61864.589844,34.14,100.97,26.914286,PM2.5,16638
