PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
22.110001,41.180000,31.530001,10.800000,0.730000,46.910000,4.710000,-2.500000,270.070007,33.799999,87506.179688,37.73,105.77,41.180000,PM10,23173
24.090000,44.840000,41.689999,14.600000,0.680000,43.410000,4.170000,-1.450000,270.429993,33.369999,88465.546875,37.73,105.94,44.840000,PM10,23174
26.260000,47.869999,53.889999,17.299999,0.610000,41.540001,5.010000,-1.190000,270.000000,34.430000,88051.132812,37.73,106.11,51.945000,SO2,23175
26.450001,46.439999,54.950001,17.860001,0.560000,41.570000,5.610000,-1.370000,269.880005,35.330002,88144.179688,37.73,106.29,52.474998,SO2,23176
26.520000,44.650002,55.119999,18.139999,0.540000,41.700001,5.510000,-1.500000,269.130005,37.930000,87548.093750,37.73,106.46,52.559998,SO2,23177
26.930000,43.750000,56.540001,18.690001,0.520000,41.349998,5.560000,-1.350000,268.290009,40.169998,86546.117188,37.73,106.63,53.270000,SO2,23178
26.450001,41.689999,59.180000,19.059999,0.520000,41.580002,5.240000,-0.540000,268.130005,41.610001,86369.437500,37.72,106.8,54.590000,SO2,23179
26.389999,40.639999,61.790001,19.480000,0.530000,41.189999,5.670000,-0.450000,267.640015,43.029999,85700.492188,37.72,106.97,55.895000,SO2,23180
26.389999,39.490002,62.180000,19.750000,0.550000,40.830002,6.780000,-1.090000,267.299988,42.950001,85042.046875,37.72,107.14,56.090000,SO2,23181
27.000000,39.130001,60.770000,20.350000,0.550000,40.029999,6.230000,-0.960000,267.850006,43.209999,85745.156250,37.72,107.31,55.385002,SO2,23182
29.650000,41.950001,65.720001,22.120001,0.560000,38.619999,4.940000,-0.340000,268.450012,42.980000,86672.476562,37.71,107.48,57.860001,SO2,23183
23.750000,45.090000,56.119999,19.920000,0.680000,38.720001,4.960000,-2.050000,270.380005,32.290001,88594.632812,37.87,105.94,53.059998,SO2,23430
36.939999,68.010002,118.239998,29.250000,0.560000,31.570000,4.860000,-1.490000,270.519989,31.990000,89161.593750,37.87,106.12,84.119995,SO2,23431
34.139999,60.490002,95.080002,27.080000,0.510000,33.750000,5.030000,-1.140000,269.970001,34.110001,88924.218750,37.86,106.29,72.540001,SO2,23432
32.740002,56.040001,85.570000,25.660000,0.460000,35.209999,5.420000,-0.820000,268.630005,37.889999,87416.468750,37.86,106.46,67.785004,SO2,23433
31.740000,53.040001,82.849998,24.860001,0.460000,36.009998,6.330000,-0.760000,267.709991,39.619999,85914.023438,37.86,106.63,66.425003,SO2,23434
33.650002,55.630001,116.610001,28.209999,0.440000,33.730000,6.390000,-0.440000,267.670013,40.660000,85804.343750,37.86,106.8,83.305000,SO2,23435
34.290001,56.150002,127.190002,29.639999,0.480000,32.779999,6.230000,-0.270000,267.279999,42.680000,85450.523438,37.86,106.97,88.595001,SO2,23436
32.450001,51.900002,108.110001,28.379999,0.550000,34.070000,6.560000,-0.840000,267.260010,41.889999,85033.703125,37.85,107.15,79.055000,SO2,23437
